Path,Class,random_num,Type,Mean,Var,xCorrect,xWrong
/scratch/team4/posters_all/862.jpg,Animation,0.417022004702574,Train,,,0,0
/scratch/team4/posters_all/8844.jpg,Adventure,0.7203244934421581,Train,,,0,0
/scratch/team4/posters_all/15602.jpg,Romance,0.00011437481734488664,Train,,,0,0
/scratch/team4/posters_all/31357.jpg,Comedy,0.30233257263183977,Train,,,0,0
/scratch/team4/posters_all/11862.jpg,Comedy,0.14675589081711304,Train,,,0,0
/scratch/team4/posters_all/949.jpg,Action,0.0923385947687978,Train,,,0,0
/scratch/team4/posters_all/11860.jpg,Comedy,0.1862602113776709,Train,,,0,0
/scratch/team4/posters_all/45325.jpg,Action,0.34556072704304774,Train,,,0,0
/scratch/team4/posters_all/9091.jpg,Action,0.39676747423066994,Train,,,0,0
/scratch/team4/posters_all/710.jpg,Adventure,0.538816734003357,Train,,,0,0
/scratch/team4/posters_all/9087.jpg,Comedy,0.4191945144032948,Train,,,0,0
/scratch/team4/posters_all/12110.jpg,Comedy,0.6852195003967595,Train,,,0,0
/scratch/team4/posters_all/21032.jpg,Animation,0.20445224973151743,Train,,,0,0
/scratch/team4/posters_all/10858.jpg,History,0.8781174363909454,Test,,,0,0
/scratch/team4/posters_all/1408.jpg,Action,0.027387593197926163,Train,,,0,0
/scratch/team4/posters_all/524.jpg,Crime,0.6704675101784022,Train,,,0,0
/scratch/team4/posters_all/4584.jpg,Drama,0.41730480236712697,Train,,,0,0
/scratch/team4/posters_all/5.jpg,Crime,0.5586898284457517,Train,,,0,0
/scratch/team4/posters_all/9273.jpg,Crime,0.14038693859523377,Train,,,0,0
/scratch/team4/posters_all/11517.jpg,Action,0.1981014890848788,Train,,,0,0
/scratch/team4/posters_all/8012.jpg,Comedy,0.8007445686755367,Test,,,0,0
/scratch/team4/posters_all/1710.jpg,Drama,0.9682615757193975,Test,,,0,0
/scratch/team4/posters_all/9691.jpg,Action,0.31342417815924284,Train,,,0,0
/scratch/team4/posters_all/12665.jpg,Drama,0.6923226156693141,Train,,,0,0
/scratch/team4/posters_all/451.jpg,Drama,0.8763891522960383,Test,,,0,0
/scratch/team4/posters_all/16420.jpg,Drama,0.8946066635038473,Test,,,0,0
/scratch/team4/posters_all/9263.jpg,Comedy,0.08504421136977791,Train,,,0,0
/scratch/team4/posters_all/17015.jpg,Drama,0.03905478323288236,Train,,,0,0
/scratch/team4/posters_all/902.jpg,Fantasy,0.1698304195645689,Train,,,0,0
/scratch/team4/posters_all/37557.jpg,Drama,0.8781425034294131,Test,,,0,0
/scratch/team4/posters_all/9909.jpg,Drama,0.0983468338330501,Train,,,0,0
/scratch/team4/posters_all/63.jpg,Science Fiction,0.42110762500505217,Train,,,0,0
/scratch/team4/posters_all/78802.jpg,Romance,0.9578895301505019,Test,,,0,0
/scratch/team4/posters_all/9598.jpg,Fantasy,0.5331652849730171,Train,,,0,0
/scratch/team4/posters_all/47018.jpg,History,0.6918771139504734,Train,,,0,0
/scratch/team4/posters_all/687.jpg,Drama,0.31551563100606295,Train,,,0,0
/scratch/team4/posters_all/139405.jpg,Adventure,0.6865009276815837,Train,,,0,0
/scratch/team4/posters_all/33689.jpg,Comedy,0.8346256718973729,Test,,,0,0
/scratch/team4/posters_all/9603.jpg,Comedy,0.018288277344191806,Train,,,0,0
/scratch/team4/posters_all/34615.jpg,Drama,0.7501443149449675,Train,,,0,0
/scratch/team4/posters_all/31174.jpg,Drama,0.9888610889064947,Test,,,0,0
/scratch/team4/posters_all/11443.jpg,Action,0.7481656543798394,Train,,,0,0
/scratch/team4/posters_all/35196.jpg,Drama,0.2804439920644052,Train,,,0,0
/scratch/team4/posters_all/9312.jpg,Action,0.7892793284514885,Train,,,0,0
/scratch/team4/posters_all/577.jpg,Fantasy,0.10322600657764203,Train,,,0,0
/scratch/team4/posters_all/11861.jpg,Drama,0.44789352617590517,Train,,,0,0
/scratch/team4/posters_all/807.jpg,Crime,0.9085955030930956,Test,,,0,0
/scratch/team4/posters_all/10530.jpg,Adventure,0.2936141483736795,Train,,,0,0
/scratch/team4/posters_all/8391.jpg,Drama,0.28777533858634874,Train,,,0,0
/scratch/team4/posters_all/629.jpg,Drama,0.13002857211827767,Train,,,0,0
/scratch/team4/posters_all/117164.jpg,Action,0.019366957870297075,Train,,,0,0
/scratch/team4/posters_all/11448.jpg,Comedy,0.678835532939891,Train,,,0,0
/scratch/team4/posters_all/49133.jpg,Drama,0.21162811600005904,Train,,,0,0
/scratch/team4/posters_all/26441.jpg,Action,0.2655466593722262,Train,,,0,0
/scratch/team4/posters_all/97406.jpg,Drama,0.4915731592803383,Train,,,0,0
/scratch/team4/posters_all/9089.jpg,Comedy,0.053362545117080384,Train,,,0,0
/scratch/team4/posters_all/11010.jpg,Comedy,0.5741176054920131,Train,,,0,0
/scratch/team4/posters_all/99040.jpg,Thriller,0.14672857490581015,Train,,,0,0
/scratch/team4/posters_all/11359.jpg,Adventure,0.5893055369032842,Train,,,0,0
/scratch/team4/posters_all/17182.jpg,Drama,0.6997583600209312,Train,,,0,0
/scratch/team4/posters_all/2054.jpg,Music,0.10233442882782584,Train,,,0,0
/scratch/team4/posters_all/10607.jpg,Comedy,0.4140559878195683,Train,,,0,0
/scratch/team4/posters_all/19760.jpg,Comedy,0.6944001577277451,Train,,,0,0
/scratch/team4/posters_all/9536.jpg,Comedy,0.41417926952690265,Train,,,0,0
/scratch/team4/posters_all/11525.jpg,Action,0.04995345894608716,Train,,,0,0
/scratch/team4/posters_all/40628.jpg,Drama,0.5358964059155116,Train,,,0,0
/scratch/team4/posters_all/4482.jpg,Comedy,0.6637946452197888,Train,,,0,0
/scratch/team4/posters_all/10634.jpg,Comedy,0.5148891120583086,Train,,,0,0
/scratch/team4/posters_all/755.jpg,Horror,0.9445947559908133,Test,,,0,0
/scratch/team4/posters_all/11859.jpg,Action,0.5865550405019929,Train,,,0,0
/scratch/team4/posters_all/28387.jpg,Comedy,0.9034019152878835,Test,,,0,0
/scratch/team4/posters_all/48750.jpg,Drama,0.13747470414623753,Train,,,0,0
/scratch/team4/posters_all/20927.jpg,Drama,0.13927634725075855,Train,,,0,0
/scratch/team4/posters_all/36929.jpg,Comedy,0.8073912887095238,Test,,,0,0
/scratch/team4/posters_all/9102.jpg,Horror,0.3976768369855336,Train,,,0,0
/scratch/team4/posters_all/400.jpg,Drama,0.16535419711693278,Train,,,0,0
/scratch/team4/posters_all/880.jpg,Drama,0.9275085803960339,Test,,,0,0
